"trainer/global_step","1e4 EF - _step","1e4 EF - _step__MIN","1e4 EF - _step__MAX","1e4 EF - val-Loss E","1e4 EF - val-Loss E__MIN","1e4 EF - val-Loss E__MAX","1e6 EF - _step","1e6 EF - _step__MIN","1e6 EF - _step__MAX","1e6 EF - val-Loss E","1e6 EF - val-Loss E__MIN","1e6 EF - val-Loss E__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-Loss E","1e3 - val-Loss E__MIN","1e3 - val-Loss E__MAX","1e5 EF - _step","1e5 EF - _step__MIN","1e5 EF - _step__MAX","1e5 EF - val-Loss E","1e5 EF - val-Loss E__MIN","1e5 EF - val-Loss E__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-Loss E","1e6 - val-Loss E__MIN","1e6 - val-Loss E__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-Loss E","1e4 - val-Loss E__MIN","1e4 - val-Loss E__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-Loss E","1e5 - val-Loss E__MIN","1e5 - val-Loss E__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-Loss E","4e5 - val-Loss E__MIN","4e5 - val-Loss E__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-Loss E","8e5 - val-Loss E__MIN","8e5 - val-Loss E__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-Loss E","1.7e6 - val-Loss E__MIN","1.7e6 - val-Loss E__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-Loss E","8e4 - val-Loss E__MIN","8e4 - val-Loss E__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-Loss E","6e4 - val-Loss E__MIN","6e4 - val-Loss E__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-Loss E","4e4 - val-Loss E__MIN","4e4 - val-Loss E__MAX"
"172799","346755","346755","346755","0.19488172233104706","0.19488172233104706","0.19488172233104706","345755","345755","345755","0.06459926813840866","0.06459926813840866","0.06459926813840866","","","","","","","345758","345758","345758","0.0666985884308815","0.0666985884308815","0.0666985884308815","345755","345755","345755","0.04706414043903351","0.04706414043903351","0.04706414043903351","346755","346755","346755","0.13121436536312103","0.13121436536312103","0.13121436536312103","345758","345758","345758","0.06350576877593994","0.06350576877593994","0.06350576877593994","345755","345755","345755","0.04747075214982033","0.04747075214982033","0.04747075214982033","345755","345755","345755","0.06850305199623108","0.06850305199623108","0.06850305199623108","345755","345755","345755","0.05145668983459473","0.05145668983459473","0.05145668983459473","345786","345786","345786","0.058125223964452744","0.058125223964452744","0.058125223964452744","345832","345832","345832","0.059106700122356415","0.059106700122356415","0.059106700122356415","345924","345924","345924","0.06822776049375534","0.06822776049375534","0.06822776049375534"
"176399","353979","353979","353979","0.19296269118785858","0.19296269118785858","0.19296269118785858","352959","352959","352959","0.05901626497507095","0.05901626497507095","0.05901626497507095","","","","","","","352961","352961","352961","0.06389059871435165","0.06389059871435165","0.06389059871435165","352959","352959","352959","0.04916251823306084","0.04916251823306084","0.04916251823306084","353979","353979","353979","0.13358980417251587","0.13358980417251587","0.13358980417251587","352961","352961","352961","0.058189861476421356","0.058189861476421356","0.058189861476421356","352959","352959","352959","0.06441916525363922","0.06441916525363922","0.06441916525363922","352959","352959","352959","0.05297374725341797","0.05297374725341797","0.05297374725341797","352959","352959","352959","0.0465845912694931","0.0465845912694931","0.0465845912694931","352990","352990","352990","0.06146431714296341","0.06146431714296341","0.06146431714296341","353037","353037","353037","0.0817832499742508","0.0817832499742508","0.0817832499742508","353131","353131","353131","0.06883168965578079","0.06883168965578079","0.06883168965578079"
"179999","361203","361203","361203","0.19455203413963318","0.19455203413963318","0.19455203413963318","360162","360162","360162","0.048724908381700516","0.048724908381700516","0.048724908381700516","","","","","","","360165","360165","360165","0.0655830129981041","0.0655830129981041","0.0655830129981041","360162","360162","360162","0.04532075673341751","0.04532075673341751","0.04532075673341751","361203","361203","361203","0.13144071400165558","0.13144071400165558","0.13144071400165558","360165","360165","360165","0.05639723315834999","0.05639723315834999","0.05639723315834999","360162","360162","360162","0.05214071273803711","0.05214071273803711","0.05214071273803711","360162","360162","360162","0.06181126832962036","0.06181126832962036","0.06181126832962036","360162","360162","360162","0.045386601239442825","0.045386601239442825","0.045386601239442825","360193","360193","360193","0.05686042830348015","0.05686042830348015","0.05686042830348015","360242","360242","360242","0.06163684278726578","0.06163684278726578","0.06163684278726578","360337","360337","360337","0.07001526653766632","0.07001526653766632","0.07001526653766632"
"183599","368427","368427","368427","0.19501525163650513","0.19501525163650513","0.19501525163650513","367365","367365","367365","0.050800636410713196","0.050800636410713196","0.050800636410713196","","","","","","","367368","367368","367368","0.0641883909702301","0.0641883909702301","0.0641883909702301","367365","367365","367365","0.060545265674591064","0.060545265674591064","0.060545265674591064","368427","368427","368427","0.13596507906913757","0.13596507906913757","0.13596507906913757","367368","367368","367368","0.05419600382447243","0.05419600382447243","0.05419600382447243","367365","367365","367365","0.04757418483495712","0.04757418483495712","0.04757418483495712","367365","367365","367365","0.0489022321999073","0.0489022321999073","0.0489022321999073","367365","367365","367365","0.04697004705667496","0.04697004705667496","0.04697004705667496","367397","367397","367397","0.05728412792086601","0.05728412792086601","0.05728412792086601","367446","367446","367446","0.07093582302331924","0.07093582302331924","0.07093582302331924","367544","367544","367544","0.08511574566364288","0.08511574566364288","0.08511574566364288"
"187199","375651","375651","375651","0.19360609352588654","0.19360609352588654","0.19360609352588654","374568","374568","374568","0.05234503000974655","0.05234503000974655","0.05234503000974655","","","","","","","374571","374571","374571","0.0646267905831337","0.0646267905831337","0.0646267905831337","374568","374568","374568","0.046335332095623016","0.046335332095623016","0.046335332095623016","375651","375651","375651","0.13198690116405487","0.13198690116405487","0.13198690116405487","374571","374571","374571","0.08435945212841034","0.08435945212841034","0.08435945212841034","374568","374568","374568","0.04854591190814972","0.04854591190814972","0.04854591190814972","374568","374568","374568","0.05163190886378288","0.05163190886378288","0.05163190886378288","374568","374568","374568","0.04485469311475754","0.04485469311475754","0.04485469311475754","374601","374601","374601","0.05865216255187988","0.05865216255187988","0.05865216255187988","374651","374651","374651","0.057735174894332886","0.057735174894332886","0.057735174894332886","374751","374751","374751","0.07520792633295059","0.07520792633295059","0.07520792633295059"
"190799","382876","382876","382876","0.19642683863639832","0.19642683863639832","0.19642683863639832","381772","381772","381772","0.07165467739105225","0.07165467739105225","0.07165467739105225","","","","","","","381775","381775","381775","0.066737100481987","0.066737100481987","0.066737100481987","381772","381772","381772","0.046266138553619385","0.046266138553619385","0.046266138553619385","382876","382876","382876","0.13190479576587677","0.13190479576587677","0.13190479576587677","381775","381775","381775","0.06738443672657013","0.06738443672657013","0.06738443672657013","381772","381772","381772","0.04677093029022217","0.04677093029022217","0.04677093029022217","381772","381772","381772","0.05006600171327591","0.05006600171327591","0.05006600171327591","381772","381772","381772","0.05715886503458023","0.05715886503458023","0.05715886503458023","381805","381805","381805","0.05468323826789856","0.05468323826789856","0.05468323826789856","381856","381856","381856","0.061733681708574295","0.061733681708574295","0.061733681708574295","381958","381958","381958","0.07048632204532623","0.07048632204532623","0.07048632204532623"
"194399","390100","390100","390100","0.1934136599302292","0.1934136599302292","0.1934136599302292","388975","388975","388975","0.055050238966941833","0.055050238966941833","0.055050238966941833","","","","","","","388978","388978","388978","0.06458006054162979","0.06458006054162979","0.06458006054162979","388975","388975","388975","0.0466882660984993","0.0466882660984993","0.0466882660984993","390100","390100","390100","0.1308867633342743","0.1308867633342743","0.1308867633342743","388978","388978","388978","0.08022135496139526","0.08022135496139526","0.08022135496139526","388975","388975","388975","0.060732390731573105","0.060732390731573105","0.060732390731573105","388975","388975","388975","0.047599613666534424","0.047599613666534424","0.047599613666534424","388975","388975","388975","0.0467141829431057","0.0467141829431057","0.0467141829431057","389009","389009","389009","0.0652746856212616","0.0652746856212616","0.0652746856212616","389061","389061","389061","0.06470637023448944","0.06470637023448944","0.06470637023448944","389165","389165","389165","0.07791461795568466","0.07791461795568466","0.07791461795568466"
"197999","397324","397324","397324","0.19770248234272003","0.19770248234272003","0.19770248234272003","396178","396178","396178","0.05011522397398949","0.05011522397398949","0.05011522397398949","","","","","","","396181","396181","396181","0.06800147145986557","0.06800147145986557","0.06800147145986557","396178","396178","396178","0.04539975896477699","0.04539975896477699","0.04539975896477699","397324","397324","397324","0.1338086873292923","0.1338086873292923","0.1338086873292923","396181","396181","396181","0.05854535475373268","0.05854535475373268","0.05854535475373268","396178","396178","396178","0.0538715198636055","0.0538715198636055","0.0538715198636055","396178","396178","396178","0.05178539454936981","0.05178539454936981","0.05178539454936981","396178","396178","396178","0.04873586446046829","0.04873586446046829","0.04873586446046829","396213","396213","396213","0.0563671700656414","0.0563671700656414","0.0563671700656414","396266","396266","396266","0.06522805243730545","0.06522805243730545","0.06522805243730545","396371","396371","396371","0.0691976547241211","0.0691976547241211","0.0691976547241211"
"201599","404548","404548","404548","0.1965445578098297","0.1965445578098297","0.1965445578098297","403381","403381","403381","0.04860041290521622","0.04860041290521622","0.04860041290521622","","","","","","","403385","403385","403385","0.06933259963989258","0.06933259963989258","0.06933259963989258","403381","403381","403381","0.0665789544582367","0.0665789544582367","0.0665789544582367","404548","404548","404548","0.1330612152814865","0.1330612152814865","0.1330612152814865","403385","403385","403385","0.05293712019920349","0.05293712019920349","0.05293712019920349","403381","403381","403381","0.06167221441864967","0.06167221441864967","0.06167221441864967","403381","403381","403381","0.049477268010377884","0.049477268010377884","0.049477268010377884","403381","403381","403381","0.04325476661324501","0.04325476661324501","0.04325476661324501","403417","403417","403417","0.0580412819981575","0.0580412819981575","0.0580412819981575","403471","403471","403471","0.057397618889808655","0.057397618889808655","0.057397618889808655","403578","403578","403578","0.0752161368727684","0.0752161368727684","0.0752161368727684"
"205199","411772","411772","411772","0.19417093694210052","0.19417093694210052","0.19417093694210052","410585","410585","410585","0.058706413954496384","0.058706413954496384","0.058706413954496384","","","","","","","410588","410588","410588","0.07372495532035828","0.07372495532035828","0.07372495532035828","410585","410585","410585","0.050600565969944","0.050600565969944","0.050600565969944","411772","411772","411772","0.13545598089694977","0.13545598089694977","0.13545598089694977","410588","410588","410588","0.053120359778404236","0.053120359778404236","0.053120359778404236","410585","410585","410585","0.04496302083134651","0.04496302083134651","0.04496302083134651","410585","410585","410585","0.05415306240320206","0.05415306240320206","0.05415306240320206","410585","410585","410585","0.04603735730051994","0.04603735730051994","0.04603735730051994","410621","410621","410621","0.06287842243909836","0.06287842243909836","0.06287842243909836","410675","410675","410675","0.05994364991784096","0.05994364991784096","0.05994364991784096","410785","410785","410785","0.07538463175296783","0.07538463175296783","0.07538463175296783"
"208799","418996","418996","418996","0.19471867382526398","0.19471867382526398","0.19471867382526398","417788","417788","417788","0.05180737003684044","0.05180737003684044","0.05180737003684044","","","","","","","417791","417791","417791","0.0670197606086731","0.0670197606086731","0.0670197606086731","417788","417788","417788","0.05519881471991539","0.05519881471991539","0.05519881471991539","418996","418996","418996","0.13352878391742706","0.13352878391742706","0.13352878391742706","417791","417791","417791","0.05129864066839218","0.05129864066839218","0.05129864066839218","417788","417788","417788","0.05945318564772606","0.05945318564772606","0.05945318564772606","417788","417788","417788","0.05107494071125984","0.05107494071125984","0.05107494071125984","417788","417788","417788","0.04648618772625923","0.04648618772625923","0.04648618772625923","417825","417825","417825","0.0674014538526535","0.0674014538526535","0.0674014538526535","417880","417880","417880","0.06254531443119049","0.06254531443119049","0.06254531443119049","417992","417992","417992","0.06929563730955124","0.06929563730955124","0.06929563730955124"
"212399","426220","426220","426220","0.19945824146270752","0.19945824146270752","0.19945824146270752","424991","424991","424991","0.05647893249988556","0.05647893249988556","0.05647893249988556","","","","","","","424994","424994","424994","0.07668626308441162","0.07668626308441162","0.07668626308441162","424991","424991","424991","0.04647443816065788","0.04647443816065788","0.04647443816065788","426220","426220","426220","0.13118742406368256","0.13118742406368256","0.13118742406368256","424994","424994","424994","0.05381334573030472","0.05381334573030472","0.05381334573030472","424991","424991","424991","0.06377527862787247","0.06377527862787247","0.06377527862787247","424991","424991","424991","0.04453624039888382","0.04453624039888382","0.04453624039888382","424991","424991","424991","0.046639926731586456","0.046639926731586456","0.046639926731586456","425028","425028","425028","0.05975310876965523","0.05975310876965523","0.05975310876965523","425085","425085","425085","0.06508984416723251","0.06508984416723251","0.06508984416723251","425198","425198","425198","0.07102182507514954","0.07102182507514954","0.07102182507514954"
"215999","433444","433444","433444","0.19356520473957062","0.19356520473957062","0.19356520473957062","432194","432194","432194","0.051035258919000626","0.051035258919000626","0.051035258919000626","","","","","","","432198","432198","432198","0.07364562898874283","0.07364562898874283","0.07364562898874283","432194","432194","432194","0.047310374677181244","0.047310374677181244","0.047310374677181244","","","","","","","432198","432198","432198","0.07003897428512573","0.07003897428512573","0.07003897428512573","432194","432194","432194","0.05157976970076561","0.05157976970076561","0.05157976970076561","432194","432194","432194","0.050987422466278076","0.050987422466278076","0.050987422466278076","432194","432194","432194","0.0453769750893116","0.0453769750893116","0.0453769750893116","432232","432232","432232","0.05439869686961174","0.05439869686961174","0.05439869686961174","432290","432290","432290","0.06115173175930977","0.06115173175930977","0.06115173175930977","432405","432405","432405","0.07742691785097122","0.07742691785097122","0.07742691785097122"
"219599","440668","440668","440668","0.2054503858089447","0.2054503858089447","0.2054503858089447","439398","439398","439398","0.0644274428486824","0.0644274428486824","0.0644274428486824","","","","","","","439401","439401","439401","0.07060669362545013","0.07060669362545013","0.07060669362545013","439398","439398","439398","0.04854829981923103","0.04854829981923103","0.04854829981923103","","","","","","","439401","439401","439401","0.05689176172018051","0.05689176172018051","0.05689176172018051","439398","439398","439398","0.04411916807293892","0.04411916807293892","0.04411916807293892","439398","439398","439398","0.04652521759271622","0.04652521759271622","0.04652521759271622","439398","439398","439398","0.044799741357564926","0.044799741357564926","0.044799741357564926","439436","439436","439436","0.05947938561439514","0.05947938561439514","0.05947938561439514","439495","439495","439495","0.05810892954468727","0.05810892954468727","0.05810892954468727","439612","439612","439612","0.0748828575015068","0.0748828575015068","0.0748828575015068"
"223199","447892","447892","447892","0.20248137414455414","0.20248137414455414","0.20248137414455414","446601","446601","446601","0.06312230229377747","0.06312230229377747","0.06312230229377747","","","","","","","446604","446604","446604","0.06795953959226608","0.06795953959226608","0.06795953959226608","446601","446601","446601","0.04918899014592171","0.04918899014592171","0.04918899014592171","","","","","","","446604","446604","446604","0.05317195504903793","0.05317195504903793","0.05317195504903793","446601","446601","446601","0.0520009882748127","0.0520009882748127","0.0520009882748127","446601","446601","446601","0.04782389849424362","0.04782389849424362","0.04782389849424362","446601","446601","446601","0.049835506826639175","0.049835506826639175","0.049835506826639175","446640","446640","446640","0.06262730062007904","0.06262730062007904","0.06262730062007904","446700","446700","446700","0.06551390886306763","0.06551390886306763","0.06551390886306763","446819","446819","446819","0.08759554475545883","0.08759554475545883","0.08759554475545883"
"226799","455116","455116","455116","0.19491258263587952","0.19491258263587952","0.19491258263587952","453804","453804","453804","0.051636952906847","0.051636952906847","0.051636952906847","","","","","","","453808","453808","453808","0.06551427394151688","0.06551427394151688","0.06551427394151688","453804","453804","453804","0.06690950691699982","0.06690950691699982","0.06690950691699982","","","","","","","453808","453808","453808","0.06144322454929352","0.06144322454929352","0.06144322454929352","453804","453804","453804","0.04814274609088898","0.04814274609088898","0.04814274609088898","453804","453804","453804","0.04859143868088722","0.04859143868088722","0.04859143868088722","453804","453804","453804","0.06372247636318207","0.06372247636318207","0.06372247636318207","453844","453844","453844","0.05659341439604759","0.05659341439604759","0.05659341439604759","453905","453905","453905","0.06377438455820084","0.06377438455820084","0.06377438455820084","454025","454025","454025","0.07101478427648544","0.07101478427648544","0.07101478427648544"
"230399","462340","462340","462340","0.19734883308410645","0.19734883308410645","0.19734883308410645","461007","461007","461007","0.05534868687391281","0.05534868687391281","0.05534868687391281","","","","","","","461011","461011","461011","0.06431672722101212","0.06431672722101212","0.06431672722101212","461007","461007","461007","0.053181473165750504","0.053181473165750504","0.053181473165750504","","","","","","","461011","461011","461011","0.052211225032806396","0.052211225032806396","0.052211225032806396","461007","461007","461007","0.04600508138537407","0.04600508138537407","0.04600508138537407","461007","461007","461007","0.042661089450120926","0.042661089450120926","0.042661089450120926","461007","461007","461007","0.04468159005045891","0.04468159005045891","0.04468159005045891","461048","461048","461048","0.055816471576690674","0.055816471576690674","0.055816471576690674","461109","461109","461109","0.06156013906002045","0.06156013906002045","0.06156013906002045","461232","461232","461232","0.06904284656047821","0.06904284656047821","0.06904284656047821"
"233999","469564","469564","469564","0.19489991664886475","0.19489991664886475","0.19489991664886475","468211","468211","468211","0.05859575420618057","0.05859575420618057","0.05859575420618057","","","","","","","468214","468214","468214","0.06537937372922897","0.06537937372922897","0.06537937372922897","468211","468211","468211","0.04605099558830261","0.04605099558830261","0.04605099558830261","","","","","","","468214","468214","468214","0.05185941606760025","0.05185941606760025","0.05185941606760025","468211","468211","468211","0.04318691045045853","0.04318691045045853","0.04318691045045853","468211","468211","468211","0.057744771242141724","0.057744771242141724","0.057744771242141724","468211","468211","468211","0.05158158764243126","0.05158158764243126","0.05158158764243126","468252","468252","468252","0.05436461418867111","0.05436461418867111","0.05436461418867111","468314","468314","468314","0.060944464057683945","0.060944464057683945","0.060944464057683945","468439","468439","468439","0.06858117133378983","0.06858117133378983","0.06858117133378983"
"237599","","","","","","","475414","475414","475414","0.050386324524879456","0.050386324524879456","0.050386324524879456","","","","","","","475418","475418","475418","0.07356183230876923","0.07356183230876923","0.07356183230876923","475414","475414","475414","0.045577388256788254","0.045577388256788254","0.045577388256788254","","","","","","","475418","475418","475418","0.0510282926261425","0.0510282926261425","0.0510282926261425","475414","475414","475414","0.044720832258462906","0.044720832258462906","0.044720832258462906","475414","475414","475414","0.05214352160692215","0.05214352160692215","0.05214352160692215","475414","475414","475414","0.0432727113366127","0.0432727113366127","0.0432727113366127","475456","475456","475456","0.06105238199234009","0.06105238199234009","0.06105238199234009","475519","475519","475519","0.06476008147001266","0.06476008147001266","0.06476008147001266","475646","475646","475646","0.0682462677359581","0.0682462677359581","0.0682462677359581"
"241199","","","","","","","482617","482617","482617","0.04789438843727112","0.04789438843727112","0.04789438843727112","","","","","","","482621","482621","482621","0.07006117701530457","0.07006117701530457","0.07006117701530457","482617","482617","482617","0.042109403759241104","0.042109403759241104","0.042109403759241104","","","","","","","482621","482621","482621","0.07398883253335953","0.07398883253335953","0.07398883253335953","482617","482617","482617","0.0445137545466423","0.0445137545466423","0.0445137545466423","482617","482617","482617","0.051326099783182144","0.051326099783182144","0.051326099783182144","482617","482617","482617","0.047216542065143585","0.047216542065143585","0.047216542065143585","482659","482659","482659","0.054033271968364716","0.054033271968364716","0.054033271968364716","482724","482724","482724","0.06534913927316666","0.06534913927316666","0.06534913927316666","482852","482852","482852","0.07335004210472107","0.07335004210472107","0.07335004210472107"
"244799","","","","","","","489820","489820","489820","0.05229538679122925","0.05229538679122925","0.05229538679122925","","","","","","","489824","489824","489824","0.06467972695827484","0.06467972695827484","0.06467972695827484","489820","489820","489820","0.061497144401073456","0.061497144401073456","0.061497144401073456","","","","","","","489824","489824","489824","0.05510808899998665","0.05510808899998665","0.05510808899998665","489820","489820","489820","0.04539548605680466","0.04539548605680466","0.04539548605680466","489820","489820","489820","0.057363007217645645","0.057363007217645645","0.057363007217645645","489820","489820","489820","0.043266668915748596","0.043266668915748596","0.043266668915748596","489863","489863","489863","0.06277374923229218","0.06277374923229218","0.06277374923229218","489929","489929","489929","0.05851930379867554","0.05851930379867554","0.05851930379867554","490059","490059","490059","0.06829366087913513","0.06829366087913513","0.06829366087913513"
"248399","","","","","","","497024","497024","497024","0.0509432889521122","0.0509432889521122","0.0509432889521122","","","","","","","497028","497028","497028","0.06832648813724518","0.06832648813724518","0.06832648813724518","497024","497024","497024","0.04593094438314438","0.04593094438314438","0.04593094438314438","","","","","","","497028","497028","497028","0.05801491439342499","0.05801491439342499","0.05801491439342499","497024","497024","497024","0.0477469265460968","0.0477469265460968","0.0477469265460968","497024","497024","497024","0.043647509068250656","0.043647509068250656","0.043647509068250656","497024","497024","497024","0.04358632490038872","0.04358632490038872","0.04358632490038872","497067","497067","497067","0.05439339950680733","0.05439339950680733","0.05439339950680733","497134","497134","497134","0.06085588410496712","0.06085588410496712","0.06085588410496712","497266","497266","497266","0.06684421747922897","0.06684421747922897","0.06684421747922897"
"251999","","","","","","","504227","504227","504227","0.048657700419425964","0.048657700419425964","0.048657700419425964","","","","","","","504231","504231","504231","0.06443991512060165","0.06443991512060165","0.06443991512060165","504227","504227","504227","0.05542946234345436","0.05542946234345436","0.05542946234345436","","","","","","","504231","504231","504231","0.05705086514353752","0.05705086514353752","0.05705086514353752","504227","504227","504227","0.04556013643741608","0.04556013643741608","0.04556013643741608","504227","504227","504227","0.043828804045915604","0.043828804045915604","0.043828804045915604","504227","504227","504227","0.04334216192364693","0.04334216192364693","0.04334216192364693","504271","504271","504271","0.05343307554721832","0.05343307554721832","0.05343307554721832","504338","504338","504338","0.05779310315847397","0.05779310315847397","0.05779310315847397","504473","504473","504473","0.07017838209867477","0.07017838209867477","0.07017838209867477"
"255599","","","","","","","511430","511430","511430","0.056533388793468475","0.056533388793468475","0.056533388793468475","","","","","","","511434","511434","511434","0.07059385627508163","0.07059385627508163","0.07059385627508163","511430","511430","511430","0.04627960920333862","0.04627960920333862","0.04627960920333862","","","","","","","511434","511434","511434","0.05257450416684151","0.05257450416684151","0.05257450416684151","511430","511430","511430","0.06285947561264038","0.06285947561264038","0.06285947561264038","511430","511430","511430","0.042162828147411346","0.042162828147411346","0.042162828147411346","511430","511430","511430","0.06443362683057785","0.06443362683057785","0.06443362683057785","511475","511475","511475","0.056571971625089645","0.056571971625089645","0.056571971625089645","511543","511543","511543","0.0677713006734848","0.0677713006734848","0.0677713006734848","511679","511679","511679","0.07456078380346298","0.07456078380346298","0.07456078380346298"
"259199","","","","","","","518633","518633","518633","0.053786806762218475","0.053786806762218475","0.053786806762218475","","","","","","","518637","518637","518637","0.06358739733695984","0.06358739733695984","0.06358739733695984","518633","518633","518633","0.0491008535027504","0.0491008535027504","0.0491008535027504","","","","","","","518637","518637","518637","0.05165054276585579","0.05165054276585579","0.05165054276585579","518633","518633","518633","0.07067938894033432","0.07067938894033432","0.07067938894033432","518633","518633","518633","0.04391613230109215","0.04391613230109215","0.04391613230109215","518633","518633","518633","0.05790841951966286","0.05790841951966286","0.05790841951966286","518679","518679","518679","0.05961799994111061","0.05961799994111061","0.05961799994111061","518748","518748","518748","0.057503435760736465","0.057503435760736465","0.057503435760736465","518886","518886","518886","0.07132867723703384","0.07132867723703384","0.07132867723703384"
"262799","","","","","","","525837","525837","525837","0.05132443830370903","0.05132443830370903","0.05132443830370903","","","","","","","525841","525841","525841","0.06707499921321869","0.06707499921321869","0.06707499921321869","525837","525837","525837","0.050035510212183","0.050035510212183","0.050035510212183","","","","","","","525841","525841","525841","0.05235231667757034","0.05235231667757034","0.05235231667757034","525837","525837","525837","0.04817844554781914","0.04817844554781914","0.04817844554781914","525837","525837","525837","0.04586480185389519","0.04586480185389519","0.04586480185389519","525837","525837","525837","0.042893290519714355","0.042893290519714355","0.042893290519714355","525883","525883","525883","0.056110989302396774","0.056110989302396774","0.056110989302396774","525953","525953","525953","0.05729038640856743","0.05729038640856743","0.05729038640856743","526093","526093","526093","0.07732263207435608","0.07732263207435608","0.07732263207435608"
"266399","","","","","","","533040","533040","533040","0.04816727340221405","0.04816727340221405","0.04816727340221405","","","","","","","533044","533044","533044","0.0628935694694519","0.0628935694694519","0.0628935694694519","533040","533040","533040","0.04256076738238335","0.04256076738238335","0.04256076738238335","","","","","","","533044","533044","533044","0.053398746997117996","0.053398746997117996","0.053398746997117996","533040","533040","533040","0.044533904641866684","0.044533904641866684","0.044533904641866684","533040","533040","533040","0.05323079973459244","0.05323079973459244","0.05323079973459244","533040","533040","533040","0.04708344116806984","0.04708344116806984","0.04708344116806984","533087","533087","533087","0.05815722048282623","0.05815722048282623","0.05815722048282623","533158","533158","533158","0.05926414579153061","0.05926414579153061","0.05926414579153061","533300","533300","533300","0.06780510395765305","0.06780510395765305","0.06780510395765305"
"269999","","","","","","","540243","540243","540243","0.051322102546691895","0.051322102546691895","0.051322102546691895","","","","","","","540247","540247","540247","0.08639449626207352","0.08639449626207352","0.08639449626207352","540243","540243","540243","0.07528878003358841","0.07528878003358841","0.07528878003358841","","","","","","","540247","540247","540247","0.0573861189186573","0.0573861189186573","0.0573861189186573","540243","540243","540243","0.04588763788342476","0.04588763788342476","0.04588763788342476","540243","540243","540243","0.049179453402757645","0.049179453402757645","0.049179453402757645","540243","540243","540243","0.052846163511276245","0.052846163511276245","0.052846163511276245","540290","540290","540290","0.06607690453529358","0.06607690453529358","0.06607690453529358","540363","540363","540363","0.05774873122572899","0.05774873122572899","0.05774873122572899","540506","540506","540506","0.07216635346412659","0.07216635346412659","0.07216635346412659"
"273599","","","","","","","547446","547446","547446","0.05436099320650101","0.05436099320650101","0.05436099320650101","","","","","","","547451","547451","547451","0.06444428861141205","0.06444428861141205","0.06444428861141205","547446","547446","547446","0.05104079470038414","0.05104079470038414","0.05104079470038414","","","","","","","547451","547451","547451","0.05256091430783272","0.05256091430783272","0.05256091430783272","547446","547446","547446","0.04510487616062164","0.04510487616062164","0.04510487616062164","547446","547446","547446","0.05945243686437607","0.05945243686437607","0.05945243686437607","547446","547446","547446","0.04609585180878639","0.04609585180878639","0.04609585180878639","547494","547494","547494","0.05564413592219353","0.05564413592219353","0.05564413592219353","547567","547567","547567","0.05885941535234451","0.05885941535234451","0.05885941535234451","547713","547713","547713","0.0694628581404686","0.0694628581404686","0.0694628581404686"
"277199","","","","","","","554650","554650","554650","0.04991067200899124","0.04991067200899124","0.04991067200899124","","","","","","","554654","554654","554654","0.06865313649177551","0.06865313649177551","0.06865313649177551","554650","554650","554650","0.06859536468982697","0.06859536468982697","0.06859536468982697","","","","","","","554654","554654","554654","0.05119471251964569","0.05119471251964569","0.05119471251964569","554650","554650","554650","0.042911775410175323","0.042911775410175323","0.042911775410175323","554650","554650","554650","0.051845110952854156","0.051845110952854156","0.051845110952854156","554650","554650","554650","0.04588890075683594","0.04588890075683594","0.04588890075683594","554698","554698","554698","0.055325403809547424","0.055325403809547424","0.055325403809547424","554772","554772","554772","0.0579523965716362","0.0579523965716362","0.0579523965716362","554920","554920","554920","0.0732865259051323","0.0732865259051323","0.0732865259051323"
"280799","","","","","","","561853","561853","561853","0.049274805933237076","0.049274805933237076","0.049274805933237076","","","","","","","561857","561857","561857","0.06452593207359314","0.06452593207359314","0.06452593207359314","561853","561853","561853","0.04582861065864563","0.04582861065864563","0.04582861065864563","","","","","","","561857","561857","561857","0.05182580649852753","0.05182580649852753","0.05182580649852753","561853","561853","561853","0.04523038491606712","0.04523038491606712","0.04523038491606712","561853","561853","561853","0.056173186749219894","0.056173186749219894","0.056173186749219894","561853","561853","561853","0.04602162539958954","0.04602162539958954","0.04602162539958954","561902","561902","561902","0.05787888169288635","0.05787888169288635","0.05787888169288635","561977","561977","561977","0.05791877582669258","0.05791877582669258","0.05791877582669258","562127","562127","562127","0.06862830370664597","0.06862830370664597","0.06862830370664597"
