"trainer/global_step","1e4 EF - _step","1e4 EF - _step__MIN","1e4 EF - _step__MAX","1e4 EF - val-Loss F","1e4 EF - val-Loss F__MIN","1e4 EF - val-Loss F__MAX","1e6 EF - _step","1e6 EF - _step__MIN","1e6 EF - _step__MAX","1e6 EF - val-Loss F","1e6 EF - val-Loss F__MIN","1e6 EF - val-Loss F__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-Loss F","1e3 - val-Loss F__MIN","1e3 - val-Loss F__MAX","1e5 EF - _step","1e5 EF - _step__MIN","1e5 EF - _step__MAX","1e5 EF - val-Loss F","1e5 EF - val-Loss F__MIN","1e5 EF - val-Loss F__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-Loss F","1e6 - val-Loss F__MIN","1e6 - val-Loss F__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-Loss F","1e4 - val-Loss F__MIN","1e4 - val-Loss F__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-Loss F","1e5 - val-Loss F__MIN","1e5 - val-Loss F__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-Loss F","4e5 - val-Loss F__MIN","4e5 - val-Loss F__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-Loss F","8e5 - val-Loss F__MIN","8e5 - val-Loss F__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-Loss F","1.7e6 - val-Loss F__MIN","1.7e6 - val-Loss F__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-Loss F","8e4 - val-Loss F__MIN","8e4 - val-Loss F__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-Loss F","6e4 - val-Loss F__MIN","6e4 - val-Loss F__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-Loss F","4e4 - val-Loss F__MIN","4e4 - val-Loss F__MAX"
"93599","187825","187825","187825","0.05511191487312317","0.05511191487312317","0.05511191487312317","187284","187284","187284","0.016459619626402855","0.016459619626402855","0.016459619626402855","193465","193465","193465","0.10412552952766418","0.10412552952766418","0.10412552952766418","187285","187285","187285","0.022521544247865677","0.022521544247865677","0.022521544247865677","187284","187284","187284","0.01479202602058649","0.01479202602058649","0.01479202602058649","187825","187825","187825","0.043202802538871765","0.043202802538871765","0.043202802538871765","187285","187285","187285","0.016993636265397072","0.016993636265397072","0.016993636265397072","187284","187284","187284","0.014538837596774101","0.014538837596774101","0.014538837596774101","187284","187284","187284","0.014078724198043346","0.014078724198043346","0.014078724198043346","187284","187284","187284","0.015194922685623169","0.015194922685623169","0.015194922685623169","187300","187300","187300","0.018558714538812637","0.018558714538812637","0.018558714538812637","187325","187325","187325","0.019991638138890266","0.019991638138890266","0.019991638138890266","187375","187375","187375","0.023678656667470932","0.023678656667470932","0.023678656667470932"
"97199","195050","195050","195050","0.05503038689494133","0.05503038689494133","0.05503038689494133","194487","194487","194487","0.016713812947273254","0.016713812947273254","0.016713812947273254","200906","200906","200906","0.10428383946418762","0.10428383946418762","0.10428383946418762","194489","194489","194489","0.021831916645169258","0.021831916645169258","0.021831916645169258","194487","194487","194487","0.013920571655035019","0.013920571655035019","0.013920571655035019","195050","195050","195050","0.043256960809230804","0.043256960809230804","0.043256960809230804","194489","194489","194489","0.017297865822911263","0.017297865822911263","0.017297865822911263","194487","194487","194487","0.01472434215247631","0.01472434215247631","0.01472434215247631","194487","194487","194487","0.013832997530698776","0.013832997530698776","0.013832997530698776","194487","194487","194487","0.014327006414532661","0.014327006414532661","0.014327006414532661","194504","194504","194504","0.01875600777566433","0.01875600777566433","0.01875600777566433","194530","194530","194530","0.020183423534035683","0.020183423534035683","0.020183423534035683","194582","194582","194582","0.02343379147350788","0.02343379147350788","0.02343379147350788"
"100799","202274","202274","202274","0.05507516488432884","0.05507516488432884","0.05507516488432884","201690","201690","201690","0.01604444347321987","0.01604444347321987","0.01604444347321987","208347","208347","208347","0.10431088507175446","0.10431088507175446","0.10431088507175446","201692","201692","201692","0.021611083298921585","0.021611083298921585","0.021611083298921585","201690","201690","201690","0.01494865957647562","0.01494865957647562","0.01494865957647562","202274","202274","202274","0.043226465582847595","0.043226465582847595","0.043226465582847595","201692","201692","201692","0.01785094290971756","0.01785094290971756","0.01785094290971756","201690","201690","201690","0.014783114194869995","0.014783114194869995","0.014783114194869995","201690","201690","201690","0.013911735266447067","0.013911735266447067","0.013911735266447067","201690","201690","201690","0.014602749608457088","0.014602749608457088","0.014602749608457088","201708","201708","201708","0.01839636079967022","0.01839636079967022","0.01839636079967022","201735","201735","201735","0.02004092000424862","0.02004092000424862","0.02004092000424862","201789","201789","201789","0.02355078049004078","0.02355078049004078","0.02355078049004078"
"104399","209498","209498","209498","0.055033959448337555","0.055033959448337555","0.055033959448337555","208894","208894","208894","0.01616944745182991","0.01616944745182991","0.01616944745182991","215788","215788","215788","0.10425825417041779","0.10425825417041779","0.10425825417041779","208895","208895","208895","0.021447444334626198","0.021447444334626198","0.021447444334626198","208894","208894","208894","0.013696248643100262","0.013696248643100262","0.013696248643100262","209498","209498","209498","0.04311966150999069","0.04311966150999069","0.04311966150999069","208895","208895","208895","0.017206640914082527","0.017206640914082527","0.017206640914082527","208894","208894","208894","0.015027400106191635","0.015027400106191635","0.015027400106191635","208894","208894","208894","0.01477697491645813","0.01477697491645813","0.01477697491645813","208894","208894","208894","0.013828691095113754","0.013828691095113754","0.013828691095113754","208912","208912","208912","0.018050309270620346","0.018050309270620346","0.018050309270620346","208940","208940","208940","0.01990351639688015","0.01990351639688015","0.01990351639688015","208996","208996","208996","0.02335396036505699","0.02335396036505699","0.02335396036505699"
"107999","216722","216722","216722","0.0550927110016346","0.0550927110016346","0.0550927110016346","216097","216097","216097","0.016529658809304237","0.016529658809304237","0.016529658809304237","223229","223229","223229","0.10408460348844528","0.10408460348844528","0.10408460348844528","216099","216099","216099","0.02151615172624588","0.02151615172624588","0.02151615172624588","216097","216097","216097","0.013754179701209068","0.013754179701209068","0.013754179701209068","216722","216722","216722","0.04351228475570679","0.04351228475570679","0.04351228475570679","216099","216099","216099","0.01727432757616043","0.01727432757616043","0.01727432757616043","216097","216097","216097","0.01452725287526846","0.01452725287526846","0.01452725287526846","216097","216097","216097","0.013746676966547966","0.013746676966547966","0.013746676966547966","216097","216097","216097","0.01366029679775238","0.01366029679775238","0.01366029679775238","216116","216116","216116","0.01793767139315605","0.01793767139315605","0.01793767139315605","216145","216145","216145","0.019907847046852112","0.019907847046852112","0.019907847046852112","216202","216202","216202","0.02325880341231823","0.02325880341231823","0.02325880341231823"
"111599","223946","223946","223946","0.05517928674817085","0.05517928674817085","0.05517928674817085","223300","223300","223300","0.01533717755228281","0.01533717755228281","0.01533717755228281","230670","230670","230670","0.10421908646821976","0.10421908646821976","0.10421908646821976","223302","223302","223302","0.021943047642707825","0.021943047642707825","0.021943047642707825","223300","223300","223300","0.013942457735538483","0.013942457735538483","0.013942457735538483","223946","223946","223946","0.04292716830968857","0.04292716830968857","0.04292716830968857","223302","223302","223302","0.016878386959433556","0.016878386959433556","0.016878386959433556","223300","223300","223300","0.01443686056882143","0.01443686056882143","0.01443686056882143","223300","223300","223300","0.013650082051753998","0.013650082051753998","0.013650082051753998","223300","223300","223300","0.014078134670853615","0.014078134670853615","0.014078134670853615","223320","223320","223320","0.018016546964645386","0.018016546964645386","0.018016546964645386","223350","223350","223350","0.01982589066028595","0.01982589066028595","0.01982589066028595","223409","223409","223409","0.024059327319264412","0.024059327319264412","0.024059327319264412"
"115199","231170","231170","231170","0.054993655532598495","0.054993655532598495","0.054993655532598495","230503","230503","230503","0.016191376373171806","0.016191376373171806","0.016191376373171806","238111","238111","238111","0.10421857982873917","0.10421857982873917","0.10421857982873917","230505","230505","230505","0.021623600274324417","0.021623600274324417","0.021623600274324417","230503","230503","230503","0.013751951977610588","0.013751951977610588","0.013751951977610588","231170","231170","231170","0.043363265693187714","0.043363265693187714","0.043363265693187714","230505","230505","230505","0.016986824572086334","0.016986824572086334","0.016986824572086334","230503","230503","230503","0.01433155033737421","0.01433155033737421","0.01433155033737421","230503","230503","230503","0.013406140729784966","0.013406140729784966","0.013406140729784966","230503","230503","230503","0.013592485338449478","0.013592485338449478","0.013592485338449478","230524","230524","230524","0.018084142357110977","0.018084142357110977","0.018084142357110977","230554","230554","230554","0.019770212471485138","0.019770212471485138","0.019770212471485138","230616","230616","230616","0.02348519116640091","0.02348519116640091","0.02348519116640091"
"118799","238394","238394","238394","0.05511763319373131","0.05511763319373131","0.05511763319373131","237707","237707","237707","0.01632683351635933","0.01632683351635933","0.01632683351635933","245552","245552","245552","0.10426463931798935","0.10426463931798935","0.10426463931798935","237709","237709","237709","0.02138936147093773","0.02138936147093773","0.02138936147093773","237707","237707","237707","0.013302106410264969","0.013302106410264969","0.013302106410264969","238394","238394","238394","0.0430808961391449","0.0430808961391449","0.0430808961391449","237709","237709","237709","0.01672985404729843","0.01672985404729843","0.01672985404729843","237707","237707","237707","0.014131519943475723","0.014131519943475723","0.014131519943475723","237707","237707","237707","0.013690612278878689","0.013690612278878689","0.013690612278878689","237707","237707","237707","0.013113720342516899","0.013113720342516899","0.013113720342516899","237728","237728","237728","0.01806618459522724","0.01806618459522724","0.01806618459522724","237759","237759","237759","0.01967223919928074","0.01967223919928074","0.01967223919928074","237823","237823","237823","0.023233091458678246","0.023233091458678246","0.023233091458678246"
"122399","245618","245618","245618","0.05493877828121185","0.05493877828121185","0.05493877828121185","244910","244910","244910","0.01584726944565773","0.01584726944565773","0.01584726944565773","252993","252993","252993","0.10431474447250366","0.10431474447250366","0.10431474447250366","244912","244912","244912","0.021398361772298813","0.021398361772298813","0.021398361772298813","244910","244910","244910","0.013379144482314587","0.013379144482314587","0.013379144482314587","245618","245618","245618","0.043232597410678864","0.043232597410678864","0.043232597410678864","244912","244912","244912","0.016747012734413147","0.016747012734413147","0.016747012734413147","244910","244910","244910","0.014091802760958672","0.014091802760958672","0.014091802760958672","244910","244910","244910","0.014208010397851467","0.014208010397851467","0.014208010397851467","244910","244910","244910","0.013155696913599968","0.013155696913599968","0.013155696913599968","244931","244931","244931","0.018106387928128242","0.018106387928128242","0.018106387928128242","244964","244964","244964","0.01994503289461136","0.01994503289461136","0.01994503289461136","245029","245029","245029","0.02358420379459858","0.02358420379459858","0.02358420379459858"
"125999","252842","252842","252842","0.054707854986190796","0.054707854986190796","0.054707854986190796","252113","252113","252113","0.01552869938313961","0.01552869938313961","0.01552869938313961","260434","260434","260434","0.10420793294906616","0.10420793294906616","0.10420793294906616","252115","252115","252115","0.021165333688259125","0.021165333688259125","0.021165333688259125","252113","252113","252113","0.013311520218849182","0.013311520218849182","0.013311520218849182","252842","252842","252842","0.04301096498966217","0.04301096498966217","0.04301096498966217","252115","252115","252115","0.016674388200044632","0.016674388200044632","0.016674388200044632","252113","252113","252113","0.013899462297558784","0.013899462297558784","0.013899462297558784","252113","252113","252113","0.013508297502994537","0.013508297502994537","0.013508297502994537","252113","252113","252113","0.013577655889093876","0.013577655889093876","0.013577655889093876","252135","252135","252135","0.017947211861610413","0.017947211861610413","0.017947211861610413","252169","252169","252169","0.020020758733153343","0.020020758733153343","0.020020758733153343","252236","252236","252236","0.023700710386037827","0.023700710386037827","0.023700710386037827"
"129599","260066","260066","260066","0.0549132414162159","0.0549132414162159","0.0549132414162159","259316","259316","259316","0.01589033752679825","0.01589033752679825","0.01589033752679825","267875","267875","267875","0.10435670614242554","0.10435670614242554","0.10435670614242554","259318","259318","259318","0.021370239555835724","0.021370239555835724","0.021370239555835724","259316","259316","259316","0.014299649745225906","0.014299649745225906","0.014299649745225906","260066","260066","260066","0.04304090142250061","0.04304090142250061","0.04304090142250061","259318","259318","259318","0.01642901822924614","0.01642901822924614","0.01642901822924614","259316","259316","259316","0.013785727322101593","0.013785727322101593","0.013785727322101593","259316","259316","259316","0.012952367775142193","0.012952367775142193","0.012952367775142193","259316","259316","259316","0.012805185280740261","0.012805185280740261","0.012805185280740261","259339","259339","259339","0.017697229981422424","0.017697229981422424","0.017697229981422424","259374","259374","259374","0.01965930499136448","0.01965930499136448","0.01965930499136448","259443","259443","259443","0.023604700341820717","0.023604700341820717","0.023604700341820717"
"133199","267290","267290","267290","0.05517179146409035","0.05517179146409035","0.05517179146409035","266520","266520","266520","0.015368678607046604","0.015368678607046604","0.015368678607046604","275316","275316","275316","0.10420629382133484","0.10420629382133484","0.10420629382133484","266522","266522","266522","0.021481189876794815","0.021481189876794815","0.021481189876794815","266520","266520","266520","0.012562975287437439","0.012562975287437439","0.012562975287437439","267290","267290","267290","0.04319068789482117","0.04319068789482117","0.04319068789482117","266522","266522","266522","0.01662464812397957","0.01662464812397957","0.01662464812397957","266520","266520","266520","0.014155435375869274","0.014155435375869274","0.014155435375869274","266520","266520","266520","0.013483825139701366","0.013483825139701366","0.013483825139701366","266520","266520","266520","0.013113862834870815","0.013113862834870815","0.013113862834870815","266543","266543","266543","0.018111644312739372","0.018111644312739372","0.018111644312739372","266579","266579","266579","0.01986442133784294","0.01986442133784294","0.01986442133784294","266650","266650","266650","0.023461924865841866","0.023461924865841866","0.023461924865841866"
"136799","274514","274514","274514","0.05489799380302429","0.05489799380302429","0.05489799380302429","273723","273723","273723","0.015254651196300983","0.015254651196300983","0.015254651196300983","282757","282757","282757","0.10430269688367844","0.10430269688367844","0.10430269688367844","273725","273725","273725","0.021378658711910248","0.021378658711910248","0.021378658711910248","273723","273723","273723","0.013296938501298428","0.013296938501298428","0.013296938501298428","274514","274514","274514","0.042973022907972336","0.042973022907972336","0.042973022907972336","273725","273725","273725","0.01646423526108265","0.01646423526108265","0.01646423526108265","273723","273723","273723","0.013270971365272999","0.013270971365272999","0.013270971365272999","273723","273723","273723","0.012894612736999989","0.012894612736999989","0.012894612736999989","273723","273723","273723","0.013092277571558952","0.013092277571558952","0.013092277571558952","273747","273747","273747","0.017703238874673843","0.017703238874673843","0.017703238874673843","273783","273783","273783","0.019628264009952545","0.019628264009952545","0.019628264009952545","273856","273856","273856","0.023524915799498558","0.023524915799498558","0.023524915799498558"
"140399","281738","281738","281738","0.05503688007593155","0.05503688007593155","0.05503688007593155","280926","280926","280926","0.01573919877409935","0.01573919877409935","0.01573919877409935","290198","290198","290198","0.10425508767366409","0.10425508767366409","0.10425508767366409","280928","280928","280928","0.021294623613357544","0.021294623613357544","0.021294623613357544","280926","280926","280926","0.012670361436903477","0.012670361436903477","0.012670361436903477","281738","281738","281738","0.0431831032037735","0.0431831032037735","0.0431831032037735","280928","280928","280928","0.016490282490849495","0.016490282490849495","0.016490282490849495","280926","280926","280926","0.013599616475403309","0.013599616475403309","0.013599616475403309","280926","280926","280926","0.01259506493806839","0.01259506493806839","0.01259506493806839","280926","280926","280926","0.012760900892317295","0.012760900892317295","0.012760900892317295","280951","280951","280951","0.017717069014906883","0.017717069014906883","0.017717069014906883","280988","280988","280988","0.01952272467315197","0.01952272467315197","0.01952272467315197","281063","281063","281063","0.023368386551737785","0.023368386551737785","0.023368386551737785"
"143999","288963","288963","288963","0.05521925166249275","0.05521925166249275","0.05521925166249275","288129","288129","288129","0.016812410205602646","0.016812410205602646","0.016812410205602646","297639","297639","297639","0.10433804988861084","0.10433804988861084","0.10433804988861084","288132","288132","288132","0.02128608338534832","0.02128608338534832","0.02128608338534832","288129","288129","288129","0.012637375853955746","0.012637375853955746","0.012637375853955746","288963","288963","288963","0.04315352812409401","0.04315352812409401","0.04315352812409401","288132","288132","288132","0.016655080020427704","0.016655080020427704","0.016655080020427704","288129","288129","288129","0.013746836222708225","0.013746836222708225","0.013746836222708225","288129","288129","288129","0.013424187898635864","0.013424187898635864","0.013424187898635864","288129","288129","288129","0.01251715887337923","0.01251715887337923","0.01251715887337923","288155","288155","288155","0.017656005918979645","0.017656005918979645","0.017656005918979645","288193","288193","288193","0.01949428580701351","0.01949428580701351","0.01949428580701351","288270","288270","288270","0.023170817643404007","0.023170817643404007","0.023170817643404007"
"147599","296187","296187","296187","0.05504477769136429","0.05504477769136429","0.05504477769136429","295333","295333","295333","0.015444556251168251","0.015444556251168251","0.015444556251168251","305080","305080","305080","0.10444364696741104","0.10444364696741104","0.10444364696741104","295335","295335","295335","0.021442698314785957","0.021442698314785957","0.021442698314785957","295333","295333","295333","0.012952106073498726","0.012952106073498726","0.012952106073498726","296187","296187","296187","0.043099526315927505","0.043099526315927505","0.043099526315927505","295335","295335","295335","0.016607506200671196","0.016607506200671196","0.016607506200671196","295333","295333","295333","0.013067797757685184","0.013067797757685184","0.013067797757685184","295333","295333","295333","0.013010626658797264","0.013010626658797264","0.013010626658797264","295333","295333","295333","0.012802221812307835","0.012802221812307835","0.012802221812307835","295359","295359","295359","0.017751671373844147","0.017751671373844147","0.017751671373844147","295398","295398","295398","0.019596759229898453","0.019596759229898453","0.019596759229898453","295477","295477","295477","0.023454567417502403","0.023454567417502403","0.023454567417502403"
"151199","303411","303411","303411","0.05502954125404358","0.05502954125404358","0.05502954125404358","302536","302536","302536","0.014826892875134945","0.014826892875134945","0.014826892875134945","","","","","","","302538","302538","302538","0.021048396825790405","0.021048396825790405","0.021048396825790405","302536","302536","302536","0.012854019179940224","0.012854019179940224","0.012854019179940224","303411","303411","303411","0.04300771653652191","0.04300771653652191","0.04300771653652191","302538","302538","302538","0.0163166094571352","0.0163166094571352","0.0163166094571352","302536","302536","302536","0.013888947665691376","0.013888947665691376","0.013888947665691376","302536","302536","302536","0.012920252978801727","0.012920252978801727","0.012920252978801727","302536","302536","302536","0.012702024541795254","0.012702024541795254","0.012702024541795254","302562","302562","302562","0.017737526446580887","0.017737526446580887","0.017737526446580887","302603","302603","302603","0.01943444088101387","0.01943444088101387","0.01943444088101387","302683","302683","302683","0.022969326004385948","0.022969326004385948","0.022969326004385948"
"154799","310635","310635","310635","0.05510634928941727","0.05510634928941727","0.05510634928941727","309739","309739","309739","0.015363074839115143","0.015363074839115143","0.015363074839115143","","","","","","","309742","309742","309742","0.021149424836039543","0.021149424836039543","0.021149424836039543","309739","309739","309739","0.014181379228830338","0.014181379228830338","0.014181379228830338","310635","310635","310635","0.043348316103219986","0.043348316103219986","0.043348316103219986","309742","309742","309742","0.016279015690088272","0.016279015690088272","0.016279015690088272","309739","309739","309739","0.013204790651798248","0.013204790651798248","0.013204790651798248","309739","309739","309739","0.012617317959666252","0.012617317959666252","0.012617317959666252","309739","309739","309739","0.012282175943255424","0.012282175943255424","0.012282175943255424","309766","309766","309766","0.017942897975444794","0.017942897975444794","0.017942897975444794","309808","309808","309808","0.019558239728212357","0.019558239728212357","0.019558239728212357","309890","309890","309890","0.023100528866052628","0.023100528866052628","0.023100528866052628"
"158399","317859","317859","317859","0.05503357946872711","0.05503357946872711","0.05503357946872711","316942","316942","316942","0.015526331029832363","0.015526331029832363","0.015526331029832363","","","","","","","316945","316945","316945","0.021097395569086075","0.021097395569086075","0.021097395569086075","316942","316942","316942","0.012578523717820644","0.012578523717820644","0.012578523717820644","317859","317859","317859","0.04326722025871277","0.04326722025871277","0.04326722025871277","316945","316945","316945","0.016313450410962105","0.016313450410962105","0.016313450410962105","316942","316942","316942","0.013306465931236744","0.013306465931236744","0.013306465931236744","316942","316942","316942","0.013639077544212341","0.013639077544212341","0.013639077544212341","316942","316942","316942","0.012567713856697083","0.012567713856697083","0.012567713856697083","316970","316970","316970","0.01793280802667141","0.01793280802667141","0.01793280802667141","317013","317013","317013","0.019939584657549858","0.019939584657549858","0.019939584657549858","317097","317097","317097","0.02325107529759407","0.02325107529759407","0.02325107529759407"
"161999","325083","325083","325083","0.055064234882593155","0.055064234882593155","0.055064234882593155","324146","324146","324146","0.015547473914921284","0.015547473914921284","0.015547473914921284","","","","","","","324148","324148","324148","0.02109413594007492","0.02109413594007492","0.02109413594007492","324146","324146","324146","0.013745112344622612","0.013745112344622612","0.013745112344622612","325083","325083","325083","0.043323688209056854","0.043323688209056854","0.043323688209056854","324148","324148","324148","0.016300346702337265","0.016300346702337265","0.016300346702337265","324146","324146","324146","0.013399689458310604","0.013399689458310604","0.013399689458310604","324146","324146","324146","0.012500389479100704","0.012500389479100704","0.012500389479100704","324146","324146","324146","0.012372514232993126","0.012372514232993126","0.012372514232993126","324174","324174","324174","0.017709169536828995","0.017709169536828995","0.017709169536828995","324217","324217","324217","0.019742486998438835","0.019742486998438835","0.019742486998438835","324304","324304","324304","0.02314518392086029","0.02314518392086029","0.02314518392086029"
"165599","332307","332307","332307","0.0549246221780777","0.0549246221780777","0.0549246221780777","331349","331349","331349","0.01486880611628294","0.01486880611628294","0.01486880611628294","","","","","","","331352","331352","331352","0.020965224131941795","0.020965224131941795","0.020965224131941795","331349","331349","331349","0.012824137695133686","0.012824137695133686","0.012824137695133686","332307","332307","332307","0.04300035163760185","0.04300035163760185","0.04300035163760185","331352","331352","331352","0.01598520204424858","0.01598520204424858","0.01598520204424858","331349","331349","331349","0.01315501518547535","0.01315501518547535","0.01315501518547535","331349","331349","331349","0.012673500925302505","0.012673500925302505","0.012673500925302505","331349","331349","331349","0.013339225202798843","0.013339225202798843","0.013339225202798843","331378","331378","331378","0.01761498674750328","0.01761498674750328","0.01761498674750328","331422","331422","331422","0.01970301941037178","0.01970301941037178","0.01970301941037178","331510","331510","331510","0.023165903985500336","0.023165903985500336","0.023165903985500336"
"169199","339531","339531","339531","0.055192429572343826","0.055192429572343826","0.055192429572343826","338552","338552","338552","0.017041224986314774","0.017041224986314774","0.017041224986314774","","","","","","","338555","338555","338555","0.021196771413087845","0.021196771413087845","0.021196771413087845","338552","338552","338552","0.012465612031519413","0.012465612031519413","0.012465612031519413","339531","339531","339531","0.043136417865753174","0.043136417865753174","0.043136417865753174","338555","338555","338555","0.016338367015123367","0.016338367015123367","0.016338367015123367","338552","338552","338552","0.01323528029024601","0.01323528029024601","0.01323528029024601","338552","338552","338552","0.012777901254594326","0.012777901254594326","0.012777901254594326","338552","338552","338552","0.012512329034507275","0.012512329034507275","0.012512329034507275","338582","338582","338582","0.01770494505763054","0.01770494505763054","0.01770494505763054","338627","338627","338627","0.019444113597273827","0.019444113597273827","0.019444113597273827","338717","338717","338717","0.0230292659252882","0.0230292659252882","0.0230292659252882"
"172799","346755","346755","346755","0.054917361587285995","0.054917361587285995","0.054917361587285995","345755","345755","345755","0.015347165986895561","0.015347165986895561","0.015347165986895561","","","","","","","345758","345758","345758","0.020794201642274857","0.020794201642274857","0.020794201642274857","345755","345755","345755","0.012677591294050217","0.012677591294050217","0.012677591294050217","346755","346755","346755","0.043186500668525696","0.043186500668525696","0.043186500668525696","345758","345758","345758","0.016309740021824837","0.016309740021824837","0.016309740021824837","345755","345755","345755","0.013510623015463352","0.013510623015463352","0.013510623015463352","345755","345755","345755","0.01261849794536829","0.01261849794536829","0.01261849794536829","345755","345755","345755","0.013632264919579029","0.013632264919579029","0.013632264919579029","345786","345786","345786","0.01800999790430069","0.01800999790430069","0.01800999790430069","345832","345832","345832","0.01965496875345707","0.01965496875345707","0.01965496875345707","345924","345924","345924","0.022939924150705338","0.022939924150705338","0.022939924150705338"
"176399","353979","353979","353979","0.05505136027932167","0.05505136027932167","0.05505136027932167","352959","352959","352959","0.014639737084507942","0.014639737084507942","0.014639737084507942","","","","","","","352961","352961","352961","0.021062128245830536","0.021062128245830536","0.021062128245830536","352959","352959","352959","0.012503418140113354","0.012503418140113354","0.012503418140113354","353979","353979","353979","0.04303836449980736","0.04303836449980736","0.04303836449980736","352961","352961","352961","0.016407430171966553","0.016407430171966553","0.016407430171966553","352959","352959","352959","0.012907934375107288","0.012907934375107288","0.012907934375107288","352959","352959","352959","0.01251122448593378","0.01251122448593378","0.01251122448593378","352959","352959","352959","0.012174630537629128","0.012174630537629128","0.012174630537629128","352990","352990","352990","0.017568295821547508","0.017568295821547508","0.017568295821547508","353037","353037","353037","0.01945452019572258","0.01945452019572258","0.01945452019572258","353131","353131","353131","0.022849425673484802","0.022849425673484802","0.022849425673484802"
"179999","361203","361203","361203","0.055158086121082306","0.055158086121082306","0.055158086121082306","360162","360162","360162","0.014535445719957352","0.014535445719957352","0.014535445719957352","","","","","","","360165","360165","360165","0.020959243178367615","0.020959243178367615","0.020959243178367615","360162","360162","360162","0.012410840950906277","0.012410840950906277","0.012410840950906277","361203","361203","361203","0.04300494119524956","0.04300494119524956","0.04300494119524956","360165","360165","360165","0.01619115099310875","0.01619115099310875","0.01619115099310875","360162","360162","360162","0.013014696538448334","0.013014696538448334","0.013014696538448334","360162","360162","360162","0.012805258855223656","0.012805258855223656","0.012805258855223656","360162","360162","360162","0.01207026932388544","0.01207026932388544","0.01207026932388544","360193","360193","360193","0.01729860156774521","0.01729860156774521","0.01729860156774521","360242","360242","360242","0.019396990537643433","0.019396990537643433","0.019396990537643433","360337","360337","360337","0.022861313074827194","0.022861313074827194","0.022861313074827194"
"183599","368427","368427","368427","0.05518069863319397","0.05518069863319397","0.05518069863319397","367365","367365","367365","0.014998195692896843","0.014998195692896843","0.014998195692896843","","","","","","","367368","367368","367368","0.020919669419527054","0.020919669419527054","0.020919669419527054","367365","367365","367365","0.012213664129376411","0.012213664129376411","0.012213664129376411","368427","368427","368427","0.04330340772867203","0.04330340772867203","0.04330340772867203","367368","367368","367368","0.01637958362698555","0.01637958362698555","0.01637958362698555","367365","367365","367365","0.013102080672979355","0.013102080672979355","0.013102080672979355","367365","367365","367365","0.01297914981842041","0.01297914981842041","0.01297914981842041","367365","367365","367365","0.0122013995423913","0.0122013995423913","0.0122013995423913","367397","367397","367397","0.01754912920296192","0.01754912920296192","0.01754912920296192","367446","367446","367446","0.019432857632637024","0.019432857632637024","0.019432857632637024","367544","367544","367544","0.023004282265901566","0.023004282265901566","0.023004282265901566"
"187199","375651","375651","375651","0.05488842725753784","0.05488842725753784","0.05488842725753784","374568","374568","374568","0.014907274395227432","0.014907274395227432","0.014907274395227432","","","","","","","374571","374571","374571","0.020947979763150215","0.020947979763150215","0.020947979763150215","374568","374568","374568","0.01258361991494894","0.01258361991494894","0.01258361991494894","375651","375651","375651","0.0433722548186779","0.0433722548186779","0.0433722548186779","374571","374571","374571","0.016370510682463646","0.016370510682463646","0.016370510682463646","374568","374568","374568","0.013134178705513477","0.013134178705513477","0.013134178705513477","374568","374568","374568","0.01227664016187191","0.01227664016187191","0.01227664016187191","374568","374568","374568","0.012393875978887081","0.012393875978887081","0.012393875978887081","374601","374601","374601","0.01776667684316635","0.01776667684316635","0.01776667684316635","374651","374651","374651","0.019416378811001778","0.019416378811001778","0.019416378811001778","374751","374751","374751","0.02294926717877388","0.02294926717877388","0.02294926717877388"
"190799","382876","382876","382876","0.05489405617117882","0.05489405617117882","0.05489405617117882","381772","381772","381772","0.014378798194229603","0.014378798194229603","0.014378798194229603","","","","","","","381775","381775","381775","0.020979339256882668","0.020979339256882668","0.020979339256882668","381772","381772","381772","0.012253916822373867","0.012253916822373867","0.012253916822373867","382876","382876","382876","0.04278530925512314","0.04278530925512314","0.04278530925512314","381775","381775","381775","0.0161479152739048","0.0161479152739048","0.0161479152739048","381772","381772","381772","0.012520283460617065","0.012520283460617065","0.012520283460617065","381772","381772","381772","0.012234090827405453","0.012234090827405453","0.012234090827405453","381772","381772","381772","0.012110973708331585","0.012110973708331585","0.012110973708331585","381805","381805","381805","0.017524175345897675","0.017524175345897675","0.017524175345897675","381856","381856","381856","0.01955384388566017","0.01955384388566017","0.01955384388566017","381958","381958","381958","0.023283466696739197","0.023283466696739197","0.023283466696739197"
